2018,05/01,0.00240053772044938
2018,05/02,0.000955388150320772
2018,05/03,0.00596384207746179
2018,05/04,0.00272564972675361
2018,05/05,0.00205102961686767
2018,05/06,0.00243202490393502
2018,05/07,0.0067923823432021
2018,05/08,0.192997924230959
2018,05/09,0.258867142094185
2018,05/10,0.290730460281457
2018,05/11,0.355505464765999
2018,05/12,0.186990611781698
2018,05/13,0.173086472299071
2018,05/14,0.211274368577739
2018,05/15,0.123524289735334
2018,05/16,0.113107489199162
2018,05/17,0.482578112219859
2018,05/18,0.70178785566336
2018,05/19,0.427340167574965
2018,05/20,0.5034071177389
2018,05/21,0.386777568432823
2018,05/22,0.290703570245475
2018,05/23,0.315980725175764
2018,05/24,0.268114444133705
2018,05/25,0.184292698531917
2018,05/26,0.318996545207227
2018,05/27,0.259819858231626
2018,05/28,0.183037204081426
2018,05/29,0.174416949056013
2018,05/30,0.0796735952709866
2018,05/31,0.0527728852915372
2018,06/01,0.0896811490224755
2018,06/02,0.0956846234810066
2018,06/03,0.0497671154214254
2018,06/04,0.0429986474970878
2018,06/05,0.0646997075309139
2018,06/06,0.0758829163919539
2018,06/07,0.0547102288818517
2018,06/08,0.12952386201575
2018,06/09,0.0612076536179046
2018,06/10,0.0503679315978919
2018,06/11,0.111618399553526
2018,06/12,0.0653037289761975
2018,06/13,0.0383278822567457
2018,06/14,0.0524645544351743
2018,06/15,0.0203620503927905
2018,06/16,0.0191777184415891
2018,06/17,0.112270325036282
2018,06/18,0.0140921328813962
2018,06/19,0.0339484994040955
2018,06/20,0.0444366558600058
2018,06/21,0.0191639569243704
2018,06/22,0.0180105292324744
2018,06/23,0.0155560740913586
2018,06/24,0.0161379978124047
2018,06/25,0.0117499320707052
2018,06/26,0.0290001173814275
2018,06/27,0.023654882029724
2018,06/28,0.034089866131718
2018,06/29,0.0453633676630069
2018,06/30,0.00737544713648265
2018,07/01,0.0051721685609734
2018,07/02,0.00979831795541765
2018,07/03,0.0139246675485623
2018,07/04,0.0114541414357384
2018,07/05,0.00694809004724701
2018,07/06,0.0102331700899057
2018,07/07,0.00963033279678622
2018,07/08,0.0463110364988856
2018,07/09,0.012077659349618
2018,07/10,0.00731412967951922
2018,07/11,0.0124912744773871
2018,07/12,0.0143240357319582
2018,07/13,0.0101979536106421
2018,07/14,0.0069489483924766
2018,07/15,0.00593119810201661
2018,07/16,0.00905988584543835
2018,07/17,0.01530678626369
2018,07/18,0.0115668065699461
2018,07/19,0.0183004941133411
2018,07/20,0.0087701347677376
2018,07/21,0.00587601606111057
2018,07/22,0.0136798905608755
2018,07/23,0.025897119377088
2018,07/24,0.201645364840102
2018,07/25,0.096880745142613
2018,07/26,0.0404573070779361
2018,07/27,0.0249231536097034
2018,07/28,0.0143141380741759
